Text,Created Date,Language,Retweet Count,Retweeted,Favorite Count,Favorited,co-ordinates,Tweeted By,Screen Name
Curio #545 | Happy latest sunrise day!. @curious  http://t.co/isGvpufWiJ,Fri Jan 09 10:45:29 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #544 | Jet propelled bacteria . @curious  http://t.co/CHYt9oIR6l,Thu Jan 08 10:45:22 +0000 2015,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #543 | Poo power. @curious  http://t.co/nqkQihmR9c,Wed Jan 07 10:45:41 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #542 | Insurance cam . @curious  http://t.co/Swa7xIqLdY,Tue Jan 06 10:45:41 +0000 2015,es,0,False,0,False,,Justin Kitch,ceounplugged
Curio #541 | Dog whispering. @curious  http://t.co/9NZs5uFlLD,Mon Jan 05 10:45:02 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #540 | How SCOTUS jacked up popcorn prices . @curious  http://t.co/i9YmtukS3R,Sun Jan 04 10:45:02 +0000 2015,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #539 | Disney's sly no-fly. @curious  http://t.co/RUvETc2Sm9,Sat Jan 03 10:45:02 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #537 | Bacteria kisses. @curious  http://t.co/U7Kr6M6RrL,Thu Jan 01 10:45:36 +0000 2015,en,0,False,0,False,,Justin Kitch,ceounplugged
Best of 2014 #1 | We almost bombed the moon. @curious  http://t.co/FKZVTHE0IX,Wed Dec 31 10:45:02 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Best of 2014 #3 | Hogertrafikomlaggningen. @curious  http://t.co/09a8PK2G45,Mon Dec 29 10:45:18 +0000 2014,sv,0,False,0,False,,Justin Kitch,ceounplugged
Best of 2014 #4 | A nice vintage of Cesium-137. @curious  http://t.co/fHQllI7pMm,Sun Dec 28 10:45:18 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Best of 2014 #5 | Japanese honeybees cook their predators. @curious  http://t.co/EMtpvyS1dT,Sat Dec 27 10:45:18 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #536 | Learning 7 days a week. @curious  http://t.co/8boZRpU4Vm,Fri Dec 26 10:45:18 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Best of 2014 #6 | Bananageddon. @curious  http://t.co/qxfGjA8XfR,Thu Dec 25 10:45:18 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Best of 2014 #7 | Sweating is the pits. @curious  http://t.co/H2wkcRbp9p,Wed Dec 24 10:45:14 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Best of 2014 #8 | May your table always be stable. @curious  http://t.co/NAplWjI8WQ,Tue Dec 23 10:45:31 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Best of 2014 #9 | A convenient poop. @curious  http://t.co/Sg7hegPCpG,Mon Dec 22 10:45:31 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
"Best of 2014 #10 | Mommy, there's a frog in my cereal. @curious  http://t.co/nz0fJkWMs0",Sun Dec 21 10:45:31 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #535 | The Christmas Truce of 1914. @curious  http://t.co/kH7973D0eZ,Sat Dec 20 10:45:31 +0000 2014,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #534 | Tears of emotional equilibrium. @curious  http://t.co/OqHRTRnmBs,Fri Dec 19 10:45:38 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #533 | Scrooge or scourge?. @curious  http://t.co/H1g4YZynqJ,Thu Dec 18 10:45:23 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #532 | Cruise control visionary. @curious  http://t.co/5UebTxlytz,Wed Dec 17 10:45:36 +0000 2014,es,0,False,0,False,,Justin Kitch,ceounplugged
Curio #531 | Healthy credit scores. @curious  http://t.co/lHCbXee0P8,Tue Dec 16 10:45:20 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #530 | Turkey power in a nutshell. @curious  http://t.co/o1CisA4Hcx,Mon Dec 15 10:45:45 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #529 | Lower LEGO pain. @curious  http://t.co/LwMpkX7H1w,Sun Dec 14 10:45:46 +0000 2014,es,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #528 | Remember to sleep, sleep to remember. @curious  http://t.co/JrAVg0IrFJ",Sat Dec 13 10:45:46 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #527 | Transformer airplanes. @curious  http://t.co/7Et8PyMvtC,Fri Dec 12 14:26:10 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #527 | Transformer airplanes. @curious  http://t.co/7CHJkMaSYr,Fri Dec 12 10:45:15 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #526 | Jazzing up your putting. @curious  http://t.co/xFwctekmei,Thu Dec 11 10:45:02 +0000 2014,en,0,False,1,False,,Justin Kitch,ceounplugged
Curio #525 | Kind + generous = happy ever after. @curious  http://t.co/jOt4gx12iO,Wed Dec 10 10:45:02 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #524 | The mighty Hercules (beetle). @curious  http://t.co/a4MLFfFUXZ,Tue Dec 09 10:45:26 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #523 | Pumpkinless spice latte. @curious  http://t.co/hjzwYK5SBd,Mon Dec 08 10:45:42 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #522 | The United States of Earth. @curious  http://t.co/FCfJrDhcM8,Sun Dec 07 10:45:42 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #521 | Sonar jamming bats. @curious  http://t.co/oRIdMUh1d2,Sat Dec 06 10:45:42 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #520 | AAA's into AA's. @curious  http://t.co/ISAO8KY95c,Fri Dec 05 10:45:44 +0000 2014,pt,0,False,0,False,,Justin Kitch,ceounplugged
Curio #519 | Pollution farming. @curious  http://t.co/po1e6IslJ4,Thu Dec 04 10:45:44 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #518 | Do men have natural GPS?. @curious  http://t.co/801JdZ9Kt2,Wed Dec 03 10:45:44 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #517 | Cleanliness next to good-liness. @curious  http://t.co/KLd27P0GL6,Tue Dec 02 10:45:16 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #516 | AC kept on ice for 50 years. @curious  http://t.co/S3GRVbo0CZ,Mon Dec 01 10:45:00 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #515 | Dolphin breaths. @curious  http://t.co/vI3vGvubkZ,Sun Nov 30 10:45:09 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #514 | Batteries charging ahead. @curious  http://t.co/P2SiiN3SHV,Sat Nov 29 10:45:09 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #513 | Counting crowds. @curious  http://t.co/6SobfjXOHf,Fri Nov 28 10:45:09 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #512 | Gobble with care. @curious  http://t.co/g9YbpX2quh,Thu Nov 27 10:45:27 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #511 | Shirley you jest. @curious  http://t.co/UiyQLFRw1x,Wed Nov 26 10:45:36 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #510 | Beware of waterfalls and orange peels. @curious  http://t.co/M3B8upEdeA,Tue Nov 25 10:45:08 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #509 | 3D printed Army food. @curious  http://t.co/C8JHXw6A32,Mon Nov 24 10:45:42 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #508 | Every seat's a window seat. @curious  http://t.co/DeMp5JeOzr,Sun Nov 23 10:45:38 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #507 | Elephant forecasters?. @curious  http://t.co/74ELemvVL1,Sat Nov 22 10:45:38 +0000 2014,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #506 | A timeless clock. @curious  http://t.co/eISpLlSOb2,Fri Nov 21 10:45:32 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #505 | Sad songs actually make it better. @curious  http://t.co/hDy8ZVc787,Thu Nov 20 10:45:33 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #504 | Be curious or die!. @curious  http://t.co/4EA7t0lwXC,Wed Nov 19 10:45:33 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #503 | Scratching that itch. @curious  http://t.co/jxgn0Zvffc,Tue Nov 18 10:45:56 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #502 | Use math, avoid stinky potties. @curious  http://t.co/NAeNbqxFsS",Mon Nov 17 10:45:43 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #501 | Whistle while you space walk?. @curious  http://t.co/tKwZI9JV26,Sun Nov 16 10:45:43 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #501 | Whistle while you space walk?. @curious  http://t.co/iqXLeTzTlm,Sat Nov 15 19:20:35 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #500 | Free tee for thee. @curious  http://t.co/89Xs2qhOwU,Sat Nov 15 10:45:38 +0000 2014,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #499 | Hand-ling your anger. @curious  http://t.co/eXNaT94VdC,Fri Nov 14 10:45:54 +0000 2014,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #498 | Flying the average skies. @curious  http://t.co/Zgpc76N5uM,Thu Nov 13 10:45:14 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #496 | Eh, what did you say?. @curious  http://t.co/pYeuJfWuQ4",Tue Nov 11 10:45:36 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #495 | Gladiatorade?. @curious  http://t.co/0Df62EH5va,Mon Nov 10 10:45:38 +0000 2014,pt,0,False,0,False,,Justin Kitch,ceounplugged
Curio #494 | Lights out in the White House. @curious  http://t.co/0UE6alI7Pj,Sun Nov 09 10:45:38 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #493 | Fallingoutofbedophobia. @curious  http://t.co/bpkxQ6yOnB,Sat Nov 08 10:45:34 +0000 2014,de,0,False,0,False,,Justin Kitch,ceounplugged
Curio #492 | Yummy beaver-bottom goo. @curious  http://t.co/O1c73dBxKS,Fri Nov 07 10:45:08 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #491 | Finding Nemo's gender. @curious  http://t.co/YG6gwIzw9g,Thu Nov 06 10:45:18 +0000 2014,pt,0,False,0,False,,Justin Kitch,ceounplugged
Curio #490 | Don't let tv ads trick your brain. @curious  http://t.co/kwgLrD9YUw,Wed Nov 05 10:45:16 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #489 | Turning overcrowded prisons into a solution. @curious  http://t.co/W5L8iqNLug,Tue Nov 04 10:45:12 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
@pomplamoose awesome show at Stanford Friday night. Please teach some of your music/video magic to the world on @curious !,Mon Nov 03 18:37:38 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #488 | May your table always be stable. @curious  http://t.co/SMZAi9a3Qj,Mon Nov 03 10:45:08 +0000 2014,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #487 | Is old age just a mindset?. @curious  http://t.co/j3UjSEFpcu,Sun Nov 02 10:45:08 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #486 | Rabbit, Rabbit! . @curious  http://t.co/9c8LAo7nAh",Sat Nov 01 09:45:08 +0000 2014,it,0,False,0,False,,Justin Kitch,ceounplugged
Curio #485 | Halloween justice. @curious  http://t.co/xTT0qFd2sK,Fri Oct 31 09:45:15 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #484 | Allergy sufferers cry no more. @curious  http://t.co/UanafJyfBJ,Thu Oct 30 09:45:14 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #482 | Skin that smells. @curious  http://t.co/I3KG3oP5WU,Tue Oct 28 09:45:24 +0000 2014,en,1,False,1,False,,Justin Kitch,ceounplugged
Curio #481 | New York City's underground underground. @curious  http://t.co/b0OBQGeoMG,Mon Oct 27 09:45:16 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #480 | Salt that breathes. @curious  http://t.co/uNkPxFqmJi,Sun Oct 26 09:45:16 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #479 | We almost bombed the moon. @curious  http://t.co/mLNwg0gc5I,Sat Oct 25 09:45:18 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #478 | Are cats actually making their owners crazy?. @curious  http://t.co/wEAI7I0Nms,Fri Oct 24 09:45:18 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #477 | Colorful pills. @curious  http://t.co/YT24pvFkjJ,Thu Oct 23 09:45:16 +0000 2014,ro,0,False,0,False,,Justin Kitch,ceounplugged
Curio #476 | Hogertrafikomlaggningen. @curious  http://t.co/G1mdAaSTCi,Wed Oct 22 09:45:29 +0000 2014,no,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #475 | Some pain, some gain. @curious  http://t.co/S5ewPeZ8w9",Tue Oct 21 09:45:25 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #474 | On Madison Avenue it's always 10:10. @curious  http://t.co/WUViZkU568,Mon Oct 20 09:45:36 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #473 | Japanese honeybees cook their predators. @curious  http://t.co/Wlb2aULVdX,Sun Oct 19 09:45:36 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #472 | Man saved world by doing nothing. @curious  http://t.co/EItX8H1MNp,Sat Oct 18 09:45:40 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #471 | $olving global warming. @curious  http://t.co/F0FwJi5WmK,Fri Oct 17 09:45:40 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #470 | Don't let banks get a fee ride. @curious  http://t.co/espt1V8L36,Thu Oct 16 09:45:48 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #469 | From the lab to the court. @curious  http://t.co/qFBLxHZCRM,Wed Oct 15 09:45:48 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #468 | Uninvited guests to the White House. @curious  http://t.co/HHOC67k562,Tue Oct 14 09:45:19 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #467 | Take two and harmonize in the morning. @curious  http://t.co/8l2Bp1c1l0,Mon Oct 13 09:45:19 +0000 2014,en,1,False,0,False,,Justin Kitch,ceounplugged
Curio #466 | Feeling the rain. @curious  http://t.co/Vf5Uk9gb4I,Sun Oct 12 09:45:19 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #465 | Fall baby advantage. @curious  http://t.co/njRAr6ScLh,Sat Oct 11 09:45:43 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #464 | Sweet broccoli or bitter ale?. @curious  http://t.co/EGGFA9B0JR,Fri Oct 10 09:45:12 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #463 | In your (dog's) eyes. @curious  http://t.co/7xFP1UgOPw,Thu Oct 09 09:45:38 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #462 | QWERT or YUIOP?. @curious  http://t.co/fc2gdQfAKf,Wed Oct 08 09:45:59 +0000 2014,tl,0,False,0,False,,Justin Kitch,ceounplugged
Curio #461 | Facial recognition technology. @curious  http://t.co/hiGSEhh3C7,Tue Oct 07 09:45:30 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #460 | Smart pills?. @curious  http://t.co/tLp6ZQENiC,Mon Oct 06 09:45:55 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #459 | Happy World Teachers' Day! . @curious  http://t.co/1i6mZJdNil,Sun Oct 05 09:45:55 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #458 | Ancient hair extensions. @curious  http://t.co/yVMwv8yWHK,Sat Oct 04 09:45:55 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #457 | Underwater computer . @curious  http://t.co/iPlceB4BW7,Fri Oct 03 09:45:21 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #456 | Hidden price tags. @curious  http://t.co/tr4DUmAMsd,Thu Oct 02 09:45:24 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #455 | Don't sweat this Curio. @curious  http://t.co/Gc9V9eZxcp,Wed Oct 01 09:45:42 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #454 | Generous brain region. @curious  http://t.co/ZOGU73Lhor,Tue Sep 30 09:46:00 +0000 2014,es,0,False,0,False,,Justin Kitch,ceounplugged
Curio #453 | Bouncy batteries. @curious  http://t.co/10xshSHMbr,Mon Sep 29 09:45:47 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #452 | Modern morality play. @curious  http://t.co/8w5Cv0flmZ,Sun Sep 28 09:45:47 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #451 | Bittersweet news about diet drinks. @curious  http://t.co/cWImHlVVao,Sat Sep 27 09:45:20 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #450 | PINfrared cameras. @curious  http://t.co/cX0igGbJzr,Fri Sep 26 09:45:32 +0000 2014,es,0,False,0,False,,Justin Kitch,ceounplugged
Curio #449 | Beware of texting awareness . @curious  http://t.co/3KnabvGVhd,Thu Sep 25 09:45:32 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #448 | Stand up for your life. @curious  http://t.co/z3sbJfboaz,Wed Sep 24 09:45:03 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #447 | Right in front of your eyes!. @curious  http://t.co/R8GveIMAz8,Tue Sep 23 09:45:46 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #446 | Ohio drivers. @curious  http://t.co/XDBnyG2MMW,Mon Sep 22 09:45:56 +0000 2014,cy,0,False,0,False,,Justin Kitch,ceounplugged
Curio #445 | Lithium + water = happier. @curious  http://t.co/gmWAHfoDKo,Sun Sep 21 09:45:56 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #444 | Sleep-working. @curious  http://t.co/PYmcUOKpMd,Sat Sep 20 09:45:56 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #443 | Powerful sea 'shrooms. @curious  http://t.co/KnPI1ZXiKd,Fri Sep 19 09:45:56 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #442 | $250K per wheel. @curious  http://t.co/m94upzGiRK,Thu Sep 18 09:45:14 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #441 | Musical brains. @curious  http://t.co/QKpftkm1gH,Wed Sep 17 16:56:02 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #441 | Musical brains. @curious  http://t.co/nvp0s7Y87r,Wed Sep 17 16:44:08 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #441 | Musical brains. @curious  http://t.co/8wVmF0OtQJ,Wed Sep 17 09:45:28 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #440 | Eat what you watch. @curious  http://t.co/5uOHeuLK2E,Tue Sep 16 09:45:36 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #439 | A fungus head and shoulders above others. @curious  http://t.co/FmUggIinBy,Mon Sep 15 09:45:42 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #438 | Fading jeans. @curious  http://t.co/R7y3OtWtS1,Sun Sep 14 09:45:28 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #437 | Dri-fit outfit misfit. @curious  http://t.co/ZKFUVICxxj,Sat Sep 13 09:45:28 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #436 | Fish out of water. @curious  http://t.co/0n1wXZeaW7,Fri Sep 12 09:45:12 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #435 | Marshmallow parking. @curious  http://t.co/ZR5AyfjUm1,Thu Sep 11 09:45:50 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #434 | Unexpected water source. @curious  http://t.co/kqTtOqRpun,Wed Sep 10 09:45:31 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #433 | Cheesy research. @curious  http://t.co/pUNspyDfUq,Tue Sep 09 09:45:44 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #432 | Octogenarian bliss. @curious  http://t.co/ZapcaZX5GK,Mon Sep 08 09:45:10 +0000 2014,es,0,False,0,False,,Justin Kitch,ceounplugged
Curio #431 | Living on China time. @curious  http://t.co/taJYOw2Kwr,Sun Sep 07 09:45:10 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #430 | From no. 2 to a coffee brew. @curious  http://t.co/eeqbccyKsa,Sat Sep 06 09:45:11 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #429 | Tall people ain't got no reason. @curious  http://t.co/WNm3hTFJr4,Fri Sep 05 09:45:50 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
RT @curious: Piece by Justin Kitch @ceounplugged @Curious RT @FortuneMagazine: How managers can gain control by giving it up http://t.co/84…,Fri Sep 05 04:39:19 +0000 2014,en,2,False,0,False,,Justin Kitch,ceounplugged
Curio #428 | In your eyes. @curious  http://t.co/zDVNjsfypZ,Thu Sep 04 09:45:37 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #426 | Have fist, will punch. @curious  http://t.co/AhprnzvfEf",Tue Sep 02 09:45:20 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #425 | Free will-y?. @curious  http://t.co/MbCns3tLLX,Mon Sep 01 09:45:20 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #424 | No, really, I feel fine. @curious  http://t.co/u5eixd3EP0",Sun Aug 31 09:45:04 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #423 | eyePhone. @curious  http://t.co/X2aJ2JkFlF,Sun Aug 31 05:02:28 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #423 | eyePhone. @curious  http://t.co/jPN2rDHR2X,Sat Aug 30 09:45:04 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #422 | Play that monkey music!. @curious  http://t.co/4MgjtmSlFw,Fri Aug 29 09:45:21 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #421 | Sweating is the pits. @curious  http://t.co/hItRzWwfyY,Thu Aug 28 09:45:24 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #420 | What's with the big head?. @curious  http://t.co/vMd2Z2FwFZ,Wed Aug 27 09:45:23 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #419 | High light. @curious  http://t.co/r81QTEK4bj,Tue Aug 26 09:45:28 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #418 | Hobby time. @curious  http://t.co/b7VRjR9yhW,Mon Aug 25 09:45:22 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #417 | Search for intelligent pollution in the universe. @curious  http://t.co/myie1qqE5v,Sun Aug 24 09:45:22 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #416 | Fool's black gold . @curious  http://t.co/B6oHPSy0fH,Sat Aug 23 09:45:22 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #415 | To vacay or not to vacay. @curious  http://t.co/3RBKYy05tZ,Fri Aug 22 09:45:28 +0000 2014,es,0,False,0,False,,Justin Kitch,ceounplugged
Curio #414 | Appendages expression. @curious  http://t.co/oMzStScJoZ,Thu Aug 21 09:45:33 +0000 2014,fr,0,False,0,False,,Justin Kitch,ceounplugged
Curio #413 | Stop peeing in the pool!. @curious  http://t.co/SxedWEidww,Wed Aug 20 09:45:02 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #412 | Ancient penguin power. @curious  http://t.co/dOOgS6BT5j,Tue Aug 19 09:45:31 +0000 2014,es,1,False,1,False,,Justin Kitch,ceounplugged
Curio #408 | LOL gr8 news web keeps u honest. @curious  http://t.co/Vvm40ArtjY,Mon Aug 18 17:16:54 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #411 | Nice to germ you. @curious  http://t.co/kVk6nfAiCf,Mon Aug 18 09:45:36 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #410 | One trillion selfies. @curious  http://t.co/ZAePwpT55y,Sun Aug 17 09:45:35 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #409 | A shrimpy carbon footprint. @curious  http://t.co/TLkeqo1HcT,Sat Aug 16 09:45:56 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #408 | LOL gr8 news web keeps u honest. @curious  http://t.co/Vvm40ArtjY,Fri Aug 15 09:45:52 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #407 | Is that sandwich legal?. @curious  http://t.co/11hZUQ9G4q,Thu Aug 14 09:45:22 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #406 | HAL 2025?. @curious  http://t.co/zCReECqXcs,Wed Aug 13 09:45:43 +0000 2014,es,0,False,0,False,,Justin Kitch,ceounplugged
Curio #405 | Bieber saves more lives. @curious  http://t.co/PlueCD7kI2,Tue Aug 12 09:45:46 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #404 | Child's play. @curious  http://t.co/VEV3KqqhdI,Mon Aug 11 09:45:27 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #403 | Cool it off in the bedroom. @curious  http://t.co/H6XRn1M9mz,Sun Aug 10 09:45:27 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #402 | Monkey see, monkey do. @curious  http://t.co/rQgrOX6eXU",Sat Aug 09 09:45:39 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #401 | Bad-timing-o-saurus. @curious  http://t.co/t9uAHbwPvd,Fri Aug 08 09:45:36 +0000 2014,tl,0,False,0,False,,Justin Kitch,ceounplugged
"Curio #400 | Too early, no worm. @curious  http://t.co/G6CkmATlFO",Thu Aug 07 09:45:34 +0000 2014,en,1,False,1,False,,Justin Kitch,ceounplugged
Curio #399 | New moon shot. @curious  http://t.co/BfzPCI5rDz,Wed Aug 06 09:45:34 +0000 2014,en,0,False,0,False,,Justin Kitch,ceounplugged
Curio #398 | Pale whale. @curious  http://t.co/ckSjTKMV3e,Tue Aug 05 09:45:56 +0000 2014,es,0,False,0,False,,Justin Kitch,ceounplugged
